,round,day,date,time,home,xg_home,score,xg_away,away,attendance,venue,referee
295,Regular Season,Sat,2022-04-16,15:30,Augsburg,1.3,0–1,1.0,Hertha BSC,28533.0,WWK Arena,Marco Fritz
296,Regular Season,Sat,2022-04-16,18:30,M'Gladbach,2.0,1–3,2.3,Köln,54042.0,Stadion im Borussia-Park,Deniz Aytekin
297,Regular Season,Sun,2022-04-17,15:30,Arminia,0.7,0–3,2.2,Bayern Munich,26419.0,SchücoArena,Matthias Jöllenbeck
298,Regular Season,Sun,2022-04-17,17:30,Union Berlin,1.2,2–0,0.5,Eint Frankfurt,22000.0,Stadion An der Alten Försterei,Frank Willenborg
299,Regular Season,Sun,2022-04-17,17:30,Hoffenheim,0.8,0–0,0.5,Greuther Fürth,16110.0,PreZero Arena,Felix Zwayer
300,Regular Season,Sun,2022-04-17,19:30,Leverkusen,0.7,0–1,0.6,RB Leipzig,26119.0,BayArena,Daniel Siebert
302,Regular Season,Fri,2022-04-22,20:30,Wolfsburg,3.2,5–0,0.8,Mainz 05,19055.0,Volkswagen Arena,Harm Osmers
303,Regular Season,Sat,2022-04-23,15:30,RB Leipzig,0.6,1–2,1.5,Union Berlin,45770.0,Red Bull Arena,Daniel Schlager
304,Regular Season,Sat,2022-04-23,15:30,Freiburg,2.1,3–3,1.6,M'Gladbach,34700.0,Europa-Park Stadion,Benjamin Brand
305,Regular Season,Sat,2022-04-23,15:30,Greuther Fürth,0.7,1–4,2.2,Leverkusen,11579.0,Sportpark Ronhof Thomas Sommer,Tobias Reichel
306,Regular Season,Sat,2022-04-23,15:30,Köln,1.8,3–1,0.9,Arminia,50000.0,RheinEnergieSTADION,Tobias Stieler
307,Regular Season,Sat,2022-04-23,15:30,Eint Frankfurt,1.5,2–2,1.0,Hoffenheim,50500.0,Commerzbank-Arena,Sven Jablonski
308,Regular Season,Sat,2022-04-23,18:30,Bayern Munich,1.8,3–1,1.4,Dortmund,75000.0,Allianz Arena,Daniel Siebert
309,Regular Season,Sun,2022-04-24,15:30,Bochum,1.2,0–2,2.3,Augsburg,23500.0,Vonovia Ruhrstadion,Bastian Dankert
310,Regular Season,Sun,2022-04-24,17:30,Hertha BSC,1.1,2–0,0.6,Stuttgart,54589.0,Olympiastadion Berlin,Felix Brych
312,Regular Season,Fri,2022-04-29,20:30,Union Berlin,1.3,1–1,0.3,Greuther Fürth,22012.0,Stadion An der Alten Försterei,Patrick Ittrich
313,Regular Season,Sat,2022-04-30,15:30,Dortmund,4.6,3–4,2.1,Bochum,81365.0,Signal Iduna Park,Robert Hartmann
314,Regular Season,Sat,2022-04-30,15:30,Mainz 05,3.8,3–1,1.9,Bayern Munich,33305.0,Opel Arena,Sascha Stegemann
315,Regular Season,Sat,2022-04-30,15:30,Stuttgart,0.9,1–1,0.9,Wolfsburg,55000.0,Mercedes-Benz Arena,Sven Jablonski
316,Regular Season,Sat,2022-04-30,15:30,Arminia,0.3,1–1,1.0,Hertha BSC,26021.0,SchücoArena,Deniz Aytekin
317,Regular Season,Sat,2022-04-30,15:30,Augsburg,1.7,1–4,3.1,Köln,29511.0,WWK Arena,Robert Schröder
318,Regular Season,Sat,2022-04-30,18:30,Hoffenheim,1.7,3–4,2.2,Freiburg,23627.0,PreZero Arena,Marco Fritz
319,Regular Season,Mon,2022-05-02,20:30,M'Gladbach,1.6,3–1,1.3,RB Leipzig,35324.0,Stadion im Borussia-Park,Martin Petersen
320,Regular Season,Mon,2022-05-02,20:30,Leverkusen,1.9,2–0,0.4,Eint Frankfurt,26492.0,BayArena,Benjamin Cortus
322,Regular Season,Fri,2022-05-06,20:30,Bochum,2.1,2–1,0.8,Arminia,25000.0,Vonovia Ruhrstadion,Robert Schröder
323,Regular Season,Sat,2022-05-07,15:30,Hoffenheim,1.9,2–4,3.6,Leverkusen,20033.0,PreZero Arena,Frank Willenborg
324,Regular Season,Sat,2022-05-07,15:30,Freiburg,1.9,1–4,2.5,Union Berlin,34700.0,Europa-Park Stadion,Felix Brych
325,Regular Season,Sat,2022-05-07,15:30,Greuther Fürth,1.1,1–3,1.6,Dortmund,16600.0,Sportpark Ronhof Thomas Sommer,Christian Dingert
326,Regular Season,Sat,2022-05-07,15:30,Köln,1.6,0–1,0.9,Wolfsburg,50000.0,RheinEnergieSTADION,Tobias Stieler
327,Regular Season,Sat,2022-05-07,18:30,Hertha BSC,1.1,1–2,0.6,Mainz 05,71548.0,Olympiastadion Berlin,Patrick Ittrich
328,Regular Season,Sun,2022-05-08,15:30,Eint Frankfurt,0.9,1–1,1.5,M'Gladbach,51500.0,Commerzbank-Arena,Felix Zwayer
329,Regular Season,Sun,2022-05-08,17:30,Bayern Munich,2.8,2–2,1.7,Stuttgart,75000.0,Allianz Arena,Deniz Aytekin
330,Regular Season,Sun,2022-05-08,19:30,RB Leipzig,3.1,4–0,0.2,Augsburg,37029.0,Red Bull Arena,Bastian Dankert
332,Regular Season,Sat,2022-05-14,15:30,Arminia,1.3,1–1,3.0,RB Leipzig,22719.0,SchücoArena,Daniel Siebert
333,Regular Season,Sat,2022-05-14,15:30,Wolfsburg,1.6,2–2,2.5,Bayern Munich,30000.0,Volkswagen Arena,Robert Hartmann
334,Regular Season,Sat,2022-05-14,15:30,Augsburg,1.8,2–1,0.6,Greuther Fürth,27907.0,WWK Arena,Tobias Reichel
335,Regular Season,Sat,2022-05-14,15:30,Stuttgart,4.1,2–1,1.3,Köln,52230.0,Mercedes-Benz Arena,Robert Schröder
336,Regular Season,Sat,2022-05-14,15:30,Union Berlin,2.6,3–2,0.2,Bochum,22012.0,Stadion An der Alten Försterei,Marco Fritz
337,Regular Season,Sat,2022-05-14,15:30,Leverkusen,1.7,2–1,0.9,Freiburg,30210.0,BayArena,Sven Jablonski
338,Regular Season,Sat,2022-05-14,15:30,M'Gladbach,2.9,5–1,1.4,Hoffenheim,50395.0,Stadion im Borussia-Park,Harm Osmers
339,Regular Season,Sat,2022-05-14,15:30,Dortmund,1.3,2–1,1.0,Hertha BSC,80500.0,Signal Iduna Park,Tobias Stieler
340,Regular Season,Sat,2022-05-14,15:30,Mainz 05,1.7,2–2,1.7,Eint Frankfurt,33000.0,Opel Arena,Martin Petersen
342,German 1/2 Relegation/Promotion Play-offs,Thu,2022-05-19,20:30,Hertha BSC,0.8,0–1,0.5,Hamburger SV,75500.0,Olympiastadion Berlin,
343,German 1/2 Relegation/Promotion Play-offs,Mon,2022-05-23,20:30,Hamburger SV,0.6,0–2,1.4,Hertha BSC,57000.0,Volksparkstadion,
344,Regular Season,Fri,2020-09-18,20:30,Bayern Munich,5.1,8–0,0.2,Schalke 04,,Allianz Arena,Felix Zwayer
345,Regular Season,Sat,2020-09-19,15:30,Union Berlin,1.3,1–3,1.1,Augsburg,4600.0,Stadion An der Alten Försterei,Marco Fritz
346,Regular Season,Sat,2020-09-19,15:30,Eint Frankfurt,1.6,1–1,1.0,Arminia,6500.0,Commerzbank-Arena,Benjamin Brand
347,Regular Season,Sat,2020-09-19,15:30,Werder Bremen,1.0,1–4,2.1,Hertha BSC,8400.0,Weserstadion,Sascha Stegemann
348,Regular Season,Sat,2020-09-19,15:30,Stuttgart,3.1,2–3,2.0,Freiburg,7123.0,Mercedes-Benz Arena,Benjamin Cortus
349,Regular Season,Sat,2020-09-19,15:30,Köln,2.1,2–3,3.1,Hoffenheim,,RheinEnergieSTADION,Daniel Siebert
350,Regular Season,Sat,2020-09-19,18:30,Dortmund,1.6,3–0,0.6,M'Gladbach,9300.0,Signal Iduna Park,Felix Brych
351,Regular Season,Sun,2020-09-20,15:30,RB Leipzig,2.8,3–1,1.2,Mainz 05,8500.0,Red Bull Arena,Manuel Gräfe
352,Regular Season,Sun,2020-09-20,18:00,Wolfsburg,1.0,0–0,0.7,Leverkusen,,Volkswagen Arena,Sven Jablonski
354,Regular Season,Fri,2020-09-25,20:30,Hertha BSC,1.1,1–3,1.7,Eint Frankfurt,4000.0,Olympiastadion Berlin,Bastian Dankert
355,Regular Season,Sat,2020-09-26,15:30,Mainz 05,1.2,1–4,2.7,Stuttgart,3403.0,Opel Arena,Daniel Schlager
356,Regular Season,Sat,2020-09-26,15:30,Arminia,0.2,1–0,0.9,Köln,5460.0,SchücoArena,Patrick Ittrich
357,Regular Season,Sat,2020-09-26,15:30,Augsburg,1.0,2–0,1.7,Dortmund,6000.0,WWK Arena,Martin Petersen
358,Regular Season,Sat,2020-09-26,15:30,Leverkusen,0.8,1–1,0.8,RB Leipzig,6042.0,BayArena,Harm Osmers
359,Regular Season,Sat,2020-09-26,15:30,M'Gladbach,1.3,1–1,0.9,Union Berlin,10383.0,Stadion im Borussia-Park,Tobias Stieler
360,Regular Season,Sat,2020-09-26,18:30,Schalke 04,1.2,1–3,2.4,Werder Bremen,,Veltins-Arena,Markus Schmidt
361,Regular Season,Sun,2020-09-27,15:30,Hoffenheim,4.0,4–1,1.6,Bayern Munich,,PreZero Arena,Benjamin Brand
362,Regular Season,Sun,2020-09-27,18:00,Freiburg,1.5,1–1,0.6,Wolfsburg,3200.0,Schwarzwald-Stadion,Sören Storks
364,Regular Season,Fri,2020-10-02,20:30,Union Berlin,1.9,4–0,0.2,Mainz 05,4400.0,Stadion An der Alten Försterei,Sascha Stegemann
365,Regular Season,Sat,2020-10-03,15:30,Werder Bremen,0.4,1–0,0.9,Arminia,300.0,Weserstadion,Robert Schröder
366,Regular Season,Sat,2020-10-03,15:30,Stuttgart,0.8,1–1,1.4,Leverkusen,9500.0,Mercedes-Benz Arena,Robert Hartmann
367,Regular Season,Sat,2020-10-03,15:30,Eint Frankfurt,2.6,2–1,0.5,Hoffenheim,8000.0,Commerzbank-Arena,Manuel Gräfe
368,Regular Season,Sat,2020-10-03,15:30,Köln,0.8,1–3,2.2,M'Gladbach,300.0,RheinEnergieSTADION,Marco Fritz
369,Regular Season,Sat,2020-10-03,15:30,Dortmund,3.1,4–0,0.6,Freiburg,11500.0,Signal Iduna Park,Guido Winkmann
370,Regular Season,Sat,2020-10-03,18:30,RB Leipzig,3.2,4–0,0.1,Schalke 04,8500.0,Red Bull Arena,Florian Badstübner
371,Regular Season,Sun,2020-10-04,15:30,Wolfsburg,1.2,0–0,0.9,Augsburg,4632.0,Volkswagen Arena,Felix Zwayer
372,Regular Season,Sun,2020-10-04,18:00,Bayern Munich,3.8,4–3,1.4,Hertha BSC,,Allianz Arena,Benjamin Cortus
374,Regular Season,Sat,2020-10-17,15:30,Augsburg,0.7,0–2,1.7,RB Leipzig,,WWK Arena,Felix Brych
375,Regular Season,Sat,2020-10-17,15:30,Hertha BSC,1.2,0–2,0.8,Stuttgart,4000.0,Olympiastadion Berlin,Harm Osmers
376,Regular Season,Sat,2020-10-17,15:30,Hoffenheim,1.0,0–1,2.4,Dortmund,6030.0,PreZero Arena,Sascha Stegemann
377,Regular Season,Sat,2020-10-17,15:30,Freiburg,1.0,1–1,1.6,Werder Bremen,,Schwarzwald-Stadion,Christian Dingert
378,Regular Season,Sat,2020-10-17,15:30,Mainz 05,0.3,0–1,0.5,Leverkusen,250.0,Opel Arena,Bastian Dankert
379,Regular Season,Sat,2020-10-17,18:30,Arminia,1.4,1–4,2.6,Bayern Munich,,SchücoArena,Daniel Siebert
380,Regular Season,Sat,2020-10-17,20:30,M'Gladbach,1.6,1–1,1.2,Wolfsburg,300.0,Stadion im Borussia-Park,Daniel Schlager
381,Regular Season,Sun,2020-10-18,15:30,Köln,1.1,1–1,2.1,Eint Frankfurt,300.0,RheinEnergieSTADION,Sven Jablonski
382,Regular Season,Sun,2020-10-18,18:00,Schalke 04,0.3,1–1,0.9,Union Berlin,300.0,Veltins-Arena,Patrick Ittrich
384,Regular Season,Fri,2020-10-23,20:30,Stuttgart,0.7,1–1,2.2,Köln,,Mercedes-Benz Arena,Guido Winkmann
385,Regular Season,Sat,2020-10-24,15:30,Union Berlin,1.3,1–1,0.4,Freiburg,4500.0,Stadion An der Alten Försterei,Robert Schröder
386,Regular Season,Sat,2020-10-24,15:30,RB Leipzig,2.3,2–1,0.9,Hertha BSC,999.0,Red Bull Arena,Tobias Stieler
387,Regular Season,Sat,2020-10-24,15:30,Bayern Munich,3.4,5–0,0.5,Eint Frankfurt,,Allianz Arena,Markus Schmidt
388,Regular Season,Sat,2020-10-24,15:30,Mainz 05,1.7,2–3,2.9,M'Gladbach,100.0,Opel Arena,Frank Willenborg
389,Regular Season,Sat,2020-10-24,18:30,Dortmund,1.5,3–0,0.2,Schalke 04,300.0,Signal Iduna Park,Felix Zwayer
390,Regular Season,Sun,2020-10-25,15:30,Wolfsburg,2.1,2–1,0.4,Arminia,4519.0,Volkswagen Arena,Manuel Gräfe
391,Regular Season,Sun,2020-10-25,18:00,Werder Bremen,0.3,1–1,1.2,Hoffenheim,,Weserstadion,Daniel Schlager
392,Regular Season,Mon,2020-10-26,20:30,Leverkusen,2.8,3–1,0.4,Augsburg,,BayArena,Sören Storks
394,Regular Season,Fri,2020-10-30,20:30,Schalke 04,0.5,1–1,1.6,Stuttgart,,Veltins-Arena,Benjamin Brand
395,Regular Season,Sat,2020-10-31,15:30,Köln,1.0,1–2,1.0,Bayern Munich,,RheinEnergieSTADION,Frank Willenborg
396,Regular Season,Sat,2020-10-31,15:30,Arminia,0.2,0–2,2.7,Dortmund,,SchücoArena,Bastian Dankert
397,Regular Season,Sat,2020-10-31,15:30,Augsburg,2.0,3–1,0.8,Mainz 05,,WWK Arena,Marco Fritz
398,Regular Season,Sat,2020-10-31,15:30,Eint Frankfurt,2.0,1–1,0.9,Werder Bremen,,Commerzbank-Arena,Felix Brych
399,Regular Season,Sat,2020-10-31,18:30,M'Gladbach,0.5,1–0,0.9,RB Leipzig,,Stadion im Borussia-Park,Daniel Siebert
400,Regular Season,Sun,2020-11-01,15:30,Freiburg,1.1,2–4,1.5,Leverkusen,,Schwarzwald-Stadion,Benjamin Cortus
401,Regular Season,Sun,2020-11-01,18:00,Hertha BSC,1.2,1–1,0.5,Wolfsburg,,Olympiastadion Berlin,Martin Petersen
402,Regular Season,Mon,2020-11-02,20:30,Hoffenheim,1.3,1–3,4.0,Union Berlin,,PreZero Arena,Robert Hartmann
404,Regular Season,Fri,2020-11-06,20:30,Werder Bremen,1.7,1–1,0.4,Köln,,Weserstadion,Florian Badstübner
405,Regular Season,Sat,2020-11-07,15:30,Stuttgart,2.3,2–2,2.4,Eint Frankfurt,,Mercedes-Benz Arena,Sascha Stegemann
406,Regular Season,Sat,2020-11-07,15:30,Mainz 05,3.1,2–2,1.7,Schalke 04,,Opel Arena,Patrick Ittrich
407,Regular Season,Sat,2020-11-07,15:30,Union Berlin,2.1,5–0,0.3,Arminia,,Stadion An der Alten Försterei,Matthias Jöllenbeck
408,Regular Season,Sat,2020-11-07,15:30,RB Leipzig,2.0,3–0,1.0,Freiburg,,Red Bull Arena,Felix Zwayer
409,Regular Season,Sat,2020-11-07,15:30,Augsburg,0.7,0–3,2.4,Hertha BSC,,WWK Arena,Frank Willenborg
410,Regular Season,Sat,2020-11-07,18:30,Dortmund,2.0,2–3,1.1,Bayern Munich,,Signal Iduna Park,Manuel Gräfe
411,Regular Season,Sun,2020-11-08,15:30,Wolfsburg,2.0,2–1,2.0,Hoffenheim,,Volkswagen Arena,Sven Jablonski
412,Regular Season,Sun,2020-11-08,18:00,Leverkusen,1.6,4–3,2.5,M'Gladbach,,BayArena,Harm Osmers
414,Regular Season,Sat,2020-11-21,15:30,Arminia,0.0,1–2,1.5,Leverkusen,,SchücoArena,Felix Brych
415,Regular Season,Sat,2020-11-21,15:30,Hoffenheim,1.9,3–3,2.1,Stuttgart,,PreZero Arena,Daniel Siebert
416,Regular Season,Sat,2020-11-21,15:30,Bayern Munich,1.2,1–1,1.4,Werder Bremen,,Allianz Arena,Guido Winkmann
417,Regular Season,Sat,2020-11-21,15:30,Schalke 04,0.9,0–2,2.1,Wolfsburg,,Veltins-Arena,Marco Fritz
418,Regular Season,Sat,2020-11-21,15:30,M'Gladbach,2.0,1–1,0.7,Augsburg,,Stadion im Borussia-Park,Markus Schmidt
419,Regular Season,Sat,2020-11-21,18:30,Eint Frankfurt,1.1,1–1,0.9,RB Leipzig,,Commerzbank-Arena,Sören Storks
420,Regular Season,Sat,2020-11-21,20:30,Hertha BSC,1.3,2–5,3.5,Dortmund,,Olympiastadion Berlin,Bastian Dankert
421,Regular Season,Sun,2020-11-22,15:30,Freiburg,2.2,1–3,2.8,Mainz 05,,Schwarzwald-Stadion,Martin Petersen
422,Regular Season,Sun,2020-11-22,18:00,Köln,0.7,1–2,1.9,Union Berlin,,RheinEnergieSTADION,Tobias Stieler
424,Regular Season,Fri,2020-11-27,20:30,Wolfsburg,1.8,5–3,1.0,Werder Bremen,,Volkswagen Arena,Christian Dingert
425,Regular Season,Sat,2020-11-28,15:30,RB Leipzig,2.3,2–1,1.3,Arminia,,Red Bull Arena,Robert Hartmann
426,Regular Season,Sat,2020-11-28,15:30,Augsburg,0.4,1–1,0.8,Freiburg,,WWK Arena,Robert Schröder
427,Regular Season,Sat,2020-11-28,15:30,Dortmund,2.9,1–2,1.6,Köln,,Signal Iduna Park,Benjamin Brand
428,Regular Season,Sat,2020-11-28,15:30,Stuttgart,1.8,1–3,1.0,Bayern Munich,,Mercedes-Benz Arena,Harm Osmers
429,Regular Season,Sat,2020-11-28,15:30,Union Berlin,2.8,3–3,2.0,Eint Frankfurt,,Stadion An der Alten Försterei,Tobias Reichel
430,Regular Season,Sat,2020-11-28,18:30,M'Gladbach,3.1,4–1,1.0,Schalke 04,,Stadion im Borussia-Park,Manuel Gräfe
431,Regular Season,Sun,2020-11-29,15:30,Leverkusen,0.7,0–0,0.4,Hertha BSC,,BayArena,Daniel Schlager
432,Regular Season,Sun,2020-11-29,18:00,Mainz 05,1.4,1–1,1.0,Hoffenheim,,Opel Arena,Sascha Stegemann
434,Regular Season,Fri,2020-12-04,20:30,Hertha BSC,0.7,3–1,0.3,Union Berlin,,Olympiastadion Berlin,Felix Brych
435,Regular Season,Sat,2020-12-05,15:30,Eint Frankfurt,0.8,1–1,1.2,Dortmund,,Commerzbank-Arena,Guido Winkmann
436,Regular Season,Sat,2020-12-05,15:30,Freiburg,3.3,2–2,1.3,M'Gladbach,,Schwarzwald-Stadion,Tobias Stieler
437,Regular Season,Sat,2020-12-05,15:30,Köln,0.7,2–2,1.6,Wolfsburg,,RheinEnergieSTADION,Sven Jablonski
438,Regular Season,Sat,2020-12-05,15:30,Arminia,0.8,2–1,2.0,Mainz 05,,SchücoArena,Marco Fritz
439,Regular Season,Sat,2020-12-05,18:30,Bayern Munich,1.2,3–3,1.5,RB Leipzig,,Allianz Arena,Daniel Siebert
440,Regular Season,Sun,2020-12-06,15:30,Werder Bremen,0.8,1–2,2.3,Stuttgart,,Weserstadion,Frank Willenborg
441,Regular Season,Sun,2020-12-06,18:00,Schalke 04,1.3,0–3,2.5,Leverkusen,,Veltins-Arena,Benjamin Cortus
442,Regular Season,Mon,2020-12-07,20:30,Hoffenheim,1.4,3–1,0.9,Augsburg,,PreZero Arena,Florian Badstübner
444,Regular Season,Fri,2020-12-11,20:30,Wolfsburg,2.8,2–1,1.5,Eint Frankfurt,,Volkswagen Arena,Markus Schmidt
445,Regular Season,Sat,2020-12-12,15:30,Freiburg,2.7,2–0,0.2,Arminia,,Schwarzwald-Stadion,Harm Osmers
446,Regular Season,Sat,2020-12-12,15:30,Dortmund,0.9,1–5,3.9,Stuttgart,,Signal Iduna Park,Christian Dingert
447,Regular Season,Sat,2020-12-12,15:30,Mainz 05,1.7,0–1,1.0,Köln,,Opel Arena,Felix Zwayer
448,Regular Season,Sat,2020-12-12,15:30,RB Leipzig,2.7,2–0,0.4,Werder Bremen,,Red Bull Arena,Sören Storks
449,Regular Season,Sat,2020-12-12,15:30,M'Gladbach,1.4,1–1,0.5,Hertha BSC,,Stadion im Borussia-Park,Robert Hartmann
450,Regular Season,Sat,2020-12-12,18:30,Union Berlin,1.3,1–1,0.9,Bayern Munich,,Stadion An der Alten Försterei,Bastian Dankert
451,Regular Season,Sun,2020-12-13,15:30,Augsburg,1.0,2–2,1.9,Schalke 04,,WWK Arena,Manuel Gräfe
452,Regular Season,Sun,2020-12-13,18:00,Leverkusen,2.3,4–1,1.6,Hoffenheim,,BayArena,Martin Petersen
454,Regular Season,Tue,2020-12-15,18:30,Eint Frankfurt,2.2,3–3,1.6,M'Gladbach,,Commerzbank-Arena,Benjamin Cortus
455,Regular Season,Tue,2020-12-15,20:30,Hertha BSC,0.6,0–0,0.5,Mainz 05,,Olympiastadion Berlin,Matthias Jöllenbeck
456,Regular Season,Tue,2020-12-15,20:30,Stuttgart,1.7,2–2,0.8,Union Berlin,,Mercedes-Benz Arena,Sascha Stegemann
457,Regular Season,Tue,2020-12-15,20:30,Werder Bremen,0.2,1–2,2.8,Dortmund,,Weserstadion,Robert Schröder
458,Regular Season,Wed,2020-12-16,18:30,Schalke 04,0.4,0–2,1.4,Freiburg,,Veltins-Arena,Sven Jablonski
459,Regular Season,Wed,2020-12-16,20:30,Köln,0.6,0–4,1.4,Leverkusen,,RheinEnergieSTADION,Tobias Stieler
460,Regular Season,Wed,2020-12-16,20:30,Arminia,0.8,0–1,0.6,Augsburg,,SchücoArena,Patrick Ittrich
461,Regular Season,Wed,2020-12-16,20:30,Hoffenheim,0.8,0–1,0.3,RB Leipzig,,PreZero Arena,Daniel Schlager
462,Regular Season,Wed,2020-12-16,20:30,Bayern Munich,2.0,2–1,1.1,Wolfsburg,,Allianz Arena,Marco Fritz
464,Regular Season,Fri,2020-12-18,20:30,Union Berlin,1.1,2–1,1.7,Dortmund,,Stadion An der Alten Försterei,Harm Osmers
465,Regular Season,Sat,2020-12-19,15:30,RB Leipzig,2.2,0–0,0.5,Köln,,Red Bull Arena,Felix Brych
466,Regular Season,Sat,2020-12-19,15:30,M'Gladbach,1.8,1–2,1.8,Hoffenheim,,Stadion im Borussia-Park,Frank Willenborg
467,Regular Season,Sat,2020-12-19,15:30,Schalke 04,0.6,0–1,0.7,Arminia,,Veltins-Arena,Bastian Dankert
468,Regular Season,Sat,2020-12-19,15:30,Mainz 05,0.5,0–1,0.9,Werder Bremen,,Opel Arena,Guido Winkmann
469,Regular Season,Sat,2020-12-19,15:30,Augsburg,2.0,0–2,1.3,Eint Frankfurt,,WWK Arena,Daniel Siebert
470,Regular Season,Sat,2020-12-19,18:30,Leverkusen,0.3,1–2,1.3,Bayern Munich,,BayArena,Felix Zwayer
471,Regular Season,Sun,2020-12-20,15:30,Freiburg,2.8,4–1,1.8,Hertha BSC,,Schwarzwald-Stadion,Tobias Reichel
472,Regular Season,Sun,2020-12-20,18:00,Wolfsburg,1.8,1–0,1.7,Stuttgart,,Volkswagen Arena,Florian Badstübner
474,Regular Season,Sat,2021-01-02,15:30,Eint Frankfurt,1.4,2–1,0.7,Leverkusen,,Commerzbank-Arena,Felix Brych
475,Regular Season,Sat,2021-01-02,15:30,Arminia,0.2,0–1,2.7,M'Gladbach,,SchücoArena,Sascha Stegemann
476,Regular Season,Sat,2021-01-02,15:30,Köln,0.5,0–1,1.3,Augsburg,,RheinEnergieSTADION,Sören Storks
477,Regular Season,Sat,2021-01-02,15:30,Werder Bremen,1.0,0–2,0.8,Union Berlin,,Weserstadion,Tobias Stieler
478,Regular Season,Sat,2021-01-02,15:30,Hoffenheim,1.2,1–3,1.9,Freiburg,,PreZero Arena,Robert Hartmann
479,Regular Season,Sat,2021-01-02,18:30,Hertha BSC,2.3,3–0,0.9,Schalke 04,,Olympiastadion Berlin,Sven Jablonski
480,Regular Season,Sat,2021-01-02,20:30,Stuttgart,1.1,0–1,3.2,RB Leipzig,,Mercedes-Benz Arena,Christian Dingert
481,Regular Season,Sun,2021-01-03,15:30,Dortmund,1.8,2–0,1.6,Wolfsburg,,Signal Iduna Park,Manuel Gräfe
482,Regular Season,Sun,2021-01-03,18:00,Bayern Munich,3.5,5–2,1.5,Mainz 05,,Allianz Arena,Markus Schmidt
484,Regular Season,Fri,2021-01-08,20:30,M'Gladbach,1.3,3–2,1.4,Bayern Munich,,Stadion im Borussia-Park,Harm Osmers
485,Regular Season,Sat,2021-01-09,15:30,Mainz 05,1.2,0–2,2.3,Eint Frankfurt,,Opel Arena,Bastian Dankert
486,Regular Season,Sat,2021-01-09,15:30,Schalke 04,2.0,4–0,2.4,Hoffenheim,,Veltins-Arena,Felix Zwayer
487,Regular Season,Sat,2021-01-09,15:30,Union Berlin,1.4,2–2,1.8,Wolfsburg,,Stadion An der Alten Försterei,Patrick Ittrich
488,Regular Season,Sat,2021-01-09,15:30,Freiburg,2.9,5–0,0.2,Köln,,Schwarzwald-Stadion,Robert Schröder
489,Regular Season,Sat,2021-01-09,15:30,Leverkusen,0.8,1–1,0.4,Werder Bremen,,BayArena,Benjamin Cortus
490,Regular Season,Sat,2021-01-09,18:30,RB Leipzig,1.0,1–3,2.2,Dortmund,,Red Bull Arena,Daniel Siebert
491,Regular Season,Sun,2021-01-10,15:30,Augsburg,1.0,1–4,4.0,Stuttgart,,WWK Arena,Daniel Schlager
492,Regular Season,Sun,2021-01-10,18:00,Arminia,0.8,1–0,0.8,Hertha BSC,,SchücoArena,Guido Winkmann
494,Regular Season,Fri,2021-01-15,20:30,Union Berlin,1.3,1–0,1.2,Leverkusen,,Stadion An der Alten Försterei,Florian Badstübner
495,Regular Season,Sat,2021-01-16,15:30,Köln,0.4,0–0,0.9,Hertha BSC,,RheinEnergieSTADION,Frank Willenborg
496,Regular Season,Sat,2021-01-16,15:30,Wolfsburg,1.2,2–2,2.1,RB Leipzig,,Volkswagen Arena,Tobias Stieler
497,Regular Season,Sat,2021-01-16,15:30,Dortmund,2.4,1–1,0.8,Mainz 05,,Signal Iduna Park,Sven Jablonski
498,Regular Season,Sat,2021-01-16,15:30,Hoffenheim,0.7,0–0,0.8,Arminia,,PreZero Arena,Marco Fritz
499,Regular Season,Sat,2021-01-16,15:30,Werder Bremen,1.2,2–0,0.5,Augsburg,,Weserstadion,Sascha Stegemann
500,Regular Season,Sat,2021-01-16,18:30,Stuttgart,2.0,2–2,1.5,M'Gladbach,,Mercedes-Benz Arena,Felix Brych
501,Regular Season,Sun,2021-01-17,15:30,Bayern Munich,2.7,2–1,1.0,Freiburg,,Allianz Arena,Christian Dingert
502,Regular Season,Sun,2021-01-17,18:00,Eint Frankfurt,1.7,3–1,0.2,Schalke 04,,Commerzbank-Arena,Manuel Gräfe
504,Regular Season,Tue,2021-01-19,18:30,M'Gladbach,0.8,1–0,1.1,Werder Bremen,,Stadion im Borussia-Park,Martin Petersen
505,Regular Season,Tue,2021-01-19,20:30,Hertha BSC,1.4,0–3,1.3,Hoffenheim,,Olympiastadion Berlin,Harm Osmers
506,Regular Season,Tue,2021-01-19,20:30,Leverkusen,1.8,2–1,2.1,Dortmund,,BayArena,Felix Zwayer
507,Regular Season,Tue,2021-01-19,20:30,Mainz 05,0.4,0–2,1.1,Wolfsburg,,Opel Arena,Sören Storks
508,Regular Season,Wed,2021-01-20,18:30,Schalke 04,1.4,1–2,1.6,Köln,,Veltins-Arena,Daniel Siebert
509,Regular Season,Wed,2021-01-20,20:30,Freiburg,0.7,2–2,1.4,Eint Frankfurt,,Schwarzwald-Stadion,Guido Winkmann
510,Regular Season,Wed,2021-01-20,20:30,RB Leipzig,1.4,1–0,0.3,Union Berlin,,Red Bull Arena,Markus Schmidt
511,Regular Season,Wed,2021-01-20,20:30,Augsburg,1.2,0–1,2.0,Bayern Munich,,WWK Arena,Matthias Jöllenbeck
512,Regular Season,Wed,2021-01-20,20:30,Arminia,2.2,3–0,0.9,Stuttgart,,SchücoArena,Robert Hartmann
