,round,day,date,time,home,xg_home,score,xg_away,away,attendance,venue,referee
843,Regular Season,Tue,2019-12-17,20:30,Augsburg,1.2,3–0,0.4,Düsseldorf,27763.0,WWK Arena,Marco Fritz
844,Regular Season,Wed,2019-12-18,18:30,Leverkusen,0.9,0–1,1.2,Hertha BSC,24472.0,BayArena,Bastian Dankert
845,Regular Season,Wed,2019-12-18,20:30,Freiburg,1.7,1–3,3.4,Bayern Munich,24000.0,Schwarzwald-Stadion,Sascha Stegemann
846,Regular Season,Wed,2019-12-18,20:30,Wolfsburg,2.1,1–1,1.2,Schalke 04,24651.0,Volkswagen Arena,Martin Petersen
847,Regular Season,Wed,2019-12-18,20:30,Eint Frankfurt,1.4,2–4,2.5,Köln,50300.0,Commerzbank-Arena,Deniz Aytekin
848,Regular Season,Wed,2019-12-18,20:30,M'Gladbach,2.5,2–0,0.5,Paderborn 07,44494.0,Stadion im Borussia-Park,Robert Kampka
850,Regular Season,Fri,2019-12-20,20:30,Hoffenheim,1.1,2–1,1.7,Dortmund,30150.0,PreZero Arena,Felix Zwayer
851,Regular Season,Sat,2019-12-21,15:30,Schalke 04,1.6,2–2,2.8,Freiburg,61867.0,Veltins-Arena,Felix Brych
852,Regular Season,Sat,2019-12-21,15:30,Mainz 05,1.9,0–1,1.5,Leverkusen,24345.0,Opel Arena,Patrick Ittrich
853,Regular Season,Sat,2019-12-21,15:30,RB Leipzig,3.3,3–1,0.5,Augsburg,40562.0,Red Bull Arena,Daniel Siebert
854,Regular Season,Sat,2019-12-21,15:30,Köln,1.1,1–0,0.2,Werder Bremen,50000.0,RheinEnergieSTADION,Daniel Schlager
855,Regular Season,Sat,2019-12-21,15:30,Bayern Munich,1.3,2–0,0.9,Wolfsburg,75000.0,Allianz Arena,Christian Dingert
856,Regular Season,Sat,2019-12-21,18:30,Hertha BSC,0.4,0–0,0.8,M'Gladbach,50208.0,Olympiastadion Berlin,Harm Osmers
857,Regular Season,Sun,2019-12-22,15:30,Düsseldorf,1.0,2–1,2.0,Union Berlin,45490.0,Merkur Spielarena,Benjamin Cortus
858,Regular Season,Sun,2019-12-22,18:00,Paderborn 07,2.9,2–1,2.0,Eint Frankfurt,15000.0,Benteler-Arena,Markus Schmidt
860,Regular Season,Fri,2020-01-17,20:30,Schalke 04,1.5,2–0,0.8,M'Gladbach,62271.0,Veltins-Arena,Deniz Aytekin
861,Regular Season,Sat,2020-01-18,15:30,Mainz 05,2.5,1–2,1.5,Freiburg,23138.0,Opel Arena,Sven Jablonski
862,Regular Season,Sat,2020-01-18,15:30,Hoffenheim,0.9,1–2,1.5,Eint Frankfurt,29610.0,PreZero Arena,Sascha Stegemann
863,Regular Season,Sat,2020-01-18,15:30,Augsburg,1.8,3–5,4.8,Dortmund,30660.0,WWK Arena,Manuel Gräfe
864,Regular Season,Sat,2020-01-18,15:30,Köln,1.3,3–1,1.7,Wolfsburg,49100.0,RheinEnergieSTADION,Marco Fritz
865,Regular Season,Sat,2020-01-18,15:30,Düsseldorf,1.0,0–1,1.0,Werder Bremen,46000.0,Merkur Spielarena,Felix Brych
866,Regular Season,Sat,2020-01-18,18:30,RB Leipzig,2.1,3–1,1.4,Union Berlin,42146.0,Red Bull Arena,Bastian Dankert
867,Regular Season,Sun,2020-01-19,15:30,Hertha BSC,0.6,0–4,2.3,Bayern Munich,74667.0,Olympiastadion Berlin,Tobias Stieler
868,Regular Season,Sun,2020-01-19,18:00,Paderborn 07,1.3,1–4,2.2,Leverkusen,14889.0,Benteler-Arena,Daniel Siebert
870,Regular Season,Fri,2020-01-24,20:30,Dortmund,2.6,5–1,1.2,Köln,81365.0,Signal Iduna Park,Harm Osmers
871,Regular Season,Sat,2020-01-25,15:30,Freiburg,1.4,0–2,1.8,Paderborn 07,23500.0,Schwarzwald-Stadion,Christian Dingert
872,Regular Season,Sat,2020-01-25,15:30,Union Berlin,1.0,2–0,1.6,Augsburg,22012.0,Stadion An der Alten Försterei,Bibiana Steinhaus
873,Regular Season,Sat,2020-01-25,15:30,Wolfsburg,1.1,1–2,1.8,Hertha BSC,24894.0,Volkswagen Arena,Markus Schmidt
874,Regular Season,Sat,2020-01-25,15:30,Eint Frankfurt,1.2,2–0,1.3,RB Leipzig,50300.0,Commerzbank-Arena,Daniel Siebert
875,Regular Season,Sat,2020-01-25,15:30,M'Gladbach,2.3,3–1,0.7,Mainz 05,49175.0,Stadion im Borussia-Park,Felix Zwayer
876,Regular Season,Sat,2020-01-25,18:30,Bayern Munich,3.4,5–0,0.4,Schalke 04,75000.0,Allianz Arena,Manuel Gräfe
877,Regular Season,Sun,2020-01-26,15:30,Werder Bremen,0.7,0–3,0.9,Hoffenheim,40000.0,Weserstadion,Martin Petersen
878,Regular Season,Sun,2020-01-26,18:00,Leverkusen,3.7,3–0,0.7,Düsseldorf,26250.0,BayArena,Daniel Schlager
880,Regular Season,Fri,2020-01-31,20:30,Hertha BSC,0.4,0–0,0.7,Schalke 04,47863.0,Olympiastadion Berlin,Sascha Stegemann
881,Regular Season,Sat,2020-02-01,15:30,Düsseldorf,0.3,1–1,1.0,Eint Frankfurt,45018.0,Merkur Spielarena,Frank Willenborg
882,Regular Season,Sat,2020-02-01,15:30,Augsburg,1.1,2–1,0.5,Werder Bremen,29432.0,WWK Arena,Marco Fritz
883,Regular Season,Sat,2020-02-01,15:30,Dortmund,3.3,5–0,0.3,Union Berlin,81365.0,Signal Iduna Park,Benjamin Cortus
884,Regular Season,Sat,2020-02-01,15:30,Hoffenheim,3.1,2–1,2.5,Leverkusen,24489.0,PreZero Arena,Deniz Aytekin
885,Regular Season,Sat,2020-02-01,15:30,Mainz 05,0.3,1–3,1.5,Bayern Munich,33305.0,Opel Arena,Bastian Dankert
886,Regular Season,Sat,2020-02-01,18:30,RB Leipzig,1.6,2–2,1.2,M'Gladbach,42146.0,Red Bull Arena,Tobias Stieler
887,Regular Season,Sun,2020-02-02,15:30,Köln,3.6,4–0,0.6,Freiburg,50000.0,RheinEnergieSTADION,Robert Kampka
888,Regular Season,Sun,2020-02-02,18:00,Paderborn 07,1.0,2–4,1.5,Wolfsburg,13926.0,Benteler-Arena,Patrick Ittrich
890,Regular Season,Fri,2020-02-07,20:30,Eint Frankfurt,2.3,5–0,0.5,Augsburg,48800.0,Commerzbank-Arena,Manuel Gräfe
891,Regular Season,Sat,2020-02-08,15:30,Freiburg,1.7,1–0,1.5,Hoffenheim,24000.0,Schwarzwald-Stadion,Sven Jablonski
892,Regular Season,Sat,2020-02-08,15:30,Werder Bremen,1.3,0–2,1.4,Union Berlin,42100.0,Weserstadion,Daniel Schlager
893,Regular Season,Sat,2020-02-08,15:30,Wolfsburg,1.0,1–1,0.8,Düsseldorf,23445.0,Volkswagen Arena,Tobias Stieler
894,Regular Season,Sat,2020-02-08,15:30,Hertha BSC,0.7,1–3,2.2,Mainz 05,35049.0,Olympiastadion Berlin,Martin Petersen
895,Regular Season,Sat,2020-02-08,15:30,Schalke 04,1.3,1–1,0.8,Paderborn 07,61614.0,Veltins-Arena,Felix Brych
896,Regular Season,Sat,2020-02-08,18:30,Leverkusen,1.5,4–3,0.8,Dortmund,30210.0,BayArena,Markus Schmidt
897,Regular Season,Sun,2020-02-09,18:00,Bayern Munich,1.4,0–0,1.3,RB Leipzig,75000.0,Allianz Arena,Marco Fritz
899,Regular Season,Fri,2020-02-14,20:30,Dortmund,1.2,4–0,0.0,Eint Frankfurt,81365.0,Signal Iduna Park,Bastian Dankert
900,Regular Season,Sat,2020-02-15,15:30,Augsburg,0.9,1–1,1.3,Freiburg,26822.0,WWK Arena,Patrick Ittrich
1400,Regular Season,Sat,2017-09-09,15:30,Augsburg,2.0,3–0,0.7,Köln,27510.0,WWK Arena,Tobias Stieler
1401,Regular Season,Sat,2017-09-09,15:30,Wolfsburg,1.4,1–1,1.0,Hannover 96,27321.0,Volkswagen Arena,Felix Zwayer
1402,Regular Season,Sat,2017-09-09,18:30,Hoffenheim,0.4,2–0,1.8,Bayern Munich,30150.0,Dietmar-Hopp-Stadion,Daniel Siebert
1403,Regular Season,Sun,2017-09-10,15:30,Hertha BSC,0.9,1–1,1.1,Werder Bremen,49118.0,Olympiastadion Berlin,Bibiana Steinhaus
1404,Regular Season,Sun,2017-09-10,18:00,Schalke 04,2.3,3–1,1.3,Stuttgart,61098.0,Veltins-Arena,Frank Willenborg
1406,Regular Season,Fri,2017-09-15,20:30,Hannover 96,1.8,2–0,0.7,Hamburger SV,49000.0,HDI-Arena,Robert Hartmann
1407,Regular Season,Sat,2017-09-16,15:30,Werder Bremen,0.9,1–2,0.9,Schalke 04,42100.0,Weserstadion,Benjamin Brand
1408,Regular Season,Sat,2017-09-16,15:30,Stuttgart,0.9,1–0,0.5,Wolfsburg,50500.0,Mercedes-Benz Arena,Guido Winkmann
1409,Regular Season,Sat,2017-09-16,15:30,Eint Frankfurt,1.8,1–2,1.0,Augsburg,46500.0,Commerzbank-Arena,Christian Dingert
1410,Regular Season,Sat,2017-09-16,15:30,Bayern Munich,4.9,4–0,0.7,Mainz 05,75000.0,Allianz Arena,Sascha Stegemann
1411,Regular Season,Sat,2017-09-16,18:30,RB Leipzig,1.3,2–2,1.7,M'Gladbach,42558.0,Red Bull Arena,Marco Fritz
1412,Regular Season,Sun,2017-09-17,13:30,Hoffenheim,0.7,1–1,0.8,Hertha BSC,27243.0,Dietmar-Hopp-Stadion,Markus Schmidt
1413,Regular Season,Sun,2017-09-17,15:30,Leverkusen,2.7,4–0,0.6,Freiburg,26232.0,BayArena,Sven Jablonski
1414,Regular Season,Sun,2017-09-17,18:00,Dortmund,3.1,5–0,0.5,Köln,81000.0,Signal Iduna Park,Patrick Ittrich
1416,Regular Season,Tue,2017-09-19,18:30,M'Gladbach,1.3,2–0,0.8,Stuttgart,44063.0,Stadion im Borussia-Park,Sören Storks
1417,Regular Season,Tue,2017-09-19,20:30,Augsburg,1.1,1–0,0.9,RB Leipzig,26113.0,WWK Arena,Daniel Siebert
1418,Regular Season,Tue,2017-09-19,20:30,Wolfsburg,1.0,1–1,1.5,Werder Bremen,26174.0,Volkswagen Arena,Felix Brych
1419,Regular Season,Tue,2017-09-19,20:30,Schalke 04,1.0,0–3,2.3,Bayern Munich,62271.0,Veltins-Arena,Marco Fritz
1420,Regular Season,Wed,2017-09-20,18:30,Köln,1.7,0–1,1.7,Eint Frankfurt,49000.0,RheinEnergieSTADION,Martin Petersen
1421,Regular Season,Wed,2017-09-20,20:30,Freiburg,2.2,1–1,1.5,Hannover 96,22900.0,Schwarzwald-Stadion,Tobias Stieler
1422,Regular Season,Wed,2017-09-20,20:30,Mainz 05,1.3,2–3,1.3,Hoffenheim,23477.0,Opel Arena,Manuel Gräfe
1423,Regular Season,Wed,2017-09-20,20:30,Hertha BSC,0.8,2–1,0.5,Leverkusen,32825.0,Olympiastadion Berlin,Deniz Aytekin
1424,Regular Season,Wed,2017-09-20,20:30,Hamburger SV,0.5,0–3,2.7,Dortmund,52962.0,Volksparkstadion,Felix Zwayer
1426,Regular Season,Fri,2017-09-22,20:30,Bayern Munich,2.9,2–2,1.0,Wolfsburg,75000.0,Allianz Arena,Christian Dingert
1427,Regular Season,Sat,2017-09-23,15:30,Hoffenheim,2.0,2–0,1.7,Schalke 04,30150.0,Dietmar-Hopp-Stadion,Sascha Stegemann
1428,Regular Season,Sat,2017-09-23,15:30,Werder Bremen,1.8,0–0,1.3,Freiburg,41000.0,Weserstadion,Robert Hartmann
1429,Regular Season,Sat,2017-09-23,15:30,RB Leipzig,2.0,2–1,1.1,Eint Frankfurt,40606.0,Red Bull Arena,Benjamin Brand
1430,Regular Season,Sat,2017-09-23,15:30,Mainz 05,1.1,1–0,0.6,Hertha BSC,23517.0,Opel Arena,Tobias Stieler
1431,Regular Season,Sat,2017-09-23,15:30,Stuttgart,0.7,0–0,0.8,Augsburg,55202.0,Mercedes-Benz Arena,Harm Osmers
1432,Regular Season,Sat,2017-09-23,18:30,Dortmund,2.6,6–1,1.3,M'Gladbach,81360.0,Signal Iduna Park,Manuel Gräfe
1433,Regular Season,Sun,2017-09-24,15:30,Hannover 96,1.3,0–0,1.2,Köln,47000.0,HDI-Arena,Daniel Siebert
1434,Regular Season,Sun,2017-09-24,18:00,Leverkusen,2.4,3–0,0.5,Hamburger SV,27601.0,BayArena,Robert Kampka
1436,Regular Season,Fri,2017-09-29,20:30,Schalke 04,1.2,1–1,1.1,Leverkusen,61515.0,Veltins-Arena,Guido Winkmann
1437,Regular Season,Sat,2017-09-30,15:30,M'Gladbach,2.2,2–1,1.4,Hannover 96,50542.0,Stadion im Borussia-Park,Christian Dingert
1438,Regular Season,Sat,2017-09-30,15:30,Wolfsburg,0.9,1–1,0.9,Mainz 05,24352.0,Volkswagen Arena,Robert Hartmann
1439,Regular Season,Sat,2017-09-30,15:30,Augsburg,1.8,1–2,2.4,Dortmund,30660.0,WWK Arena,Marco Fritz
1440,Regular Season,Sat,2017-09-30,15:30,Eint Frankfurt,1.3,2–1,1.5,Stuttgart,51500.0,Commerzbank-Arena,Felix Brych
1441,Regular Season,Sat,2017-09-30,18:30,Hamburger SV,1.0,0–0,0.5,Werder Bremen,54613.0,Volksparkstadion,Deniz Aytekin
1442,Regular Season,Sun,2017-10-01,13:30,Freiburg,1.1,3–2,1.1,Hoffenheim,24000.0,Schwarzwald-Stadion,Daniel Siebert
1443,Regular Season,Sun,2017-10-01,15:30,Hertha BSC,2.0,2–2,1.8,Bayern Munich,71212.0,Olympiastadion Berlin,Harm Osmers
1444,Regular Season,Sun,2017-10-01,18:00,Köln,1.7,1–2,2.6,RB Leipzig,48700.0,RheinEnergieSTADION,Felix Zwayer
1446,Regular Season,Fri,2017-10-13,20:30,Stuttgart,2.6,2–1,1.7,Köln,58716.0,Mercedes-Benz Arena,Benjamin Cortus
1447,Regular Season,Sat,2017-10-14,15:30,Hoffenheim,1.8,2–2,1.1,Augsburg,27014.0,Dietmar-Hopp-Stadion,Manuel Gräfe
1448,Regular Season,Sat,2017-10-14,15:30,Hertha BSC,0.3,0–2,1.7,Schalke 04,50590.0,Olympiastadion Berlin,Benjamin Brand
1449,Regular Season,Sat,2017-10-14,15:30,Bayern Munich,2.0,5–0,0.6,Freiburg,75000.0,Allianz Arena,Frank Willenborg
1450,Regular Season,Sat,2017-10-14,15:30,Mainz 05,1.1,3–2,1.6,Hamburger SV,30371.0,Opel Arena,Felix Brych
1451,Regular Season,Sat,2017-10-14,15:30,Hannover 96,1.0,1–2,0.8,Eint Frankfurt,43500.0,HDI-Arena,Bastian Dankert
1452,Regular Season,Sat,2017-10-14,18:30,Dortmund,3.1,2–3,2.3,RB Leipzig,80100.0,Signal Iduna Park,Deniz Aytekin
1453,Regular Season,Sun,2017-10-15,15:30,Leverkusen,1.9,2–2,1.5,Wolfsburg,29104.0,BayArena,Patrick Ittrich
1454,Regular Season,Sun,2017-10-15,18:00,Werder Bremen,1.4,0–2,2.1,M'Gladbach,42100.0,Weserstadion,Markus Schmidt
1456,Regular Season,Fri,2017-10-20,20:30,Schalke 04,2.0,2–0,0.5,Mainz 05,59476.0,Veltins-Arena,Bibiana Steinhaus
1457,Regular Season,Sat,2017-10-21,15:30,M'Gladbach,1.9,1–5,2.4,Leverkusen,53053.0,Stadion im Borussia-Park,Bastian Dankert
1458,Regular Season,Sat,2017-10-21,15:30,Augsburg,1.4,1–2,1.0,Hannover 96,25971.0,WWK Arena,Sascha Stegemann
1459,Regular Season,Sat,2017-10-21,15:30,Eint Frankfurt,2.4,2–2,2.1,Dortmund,51500.0,Commerzbank-Arena,Robert Hartmann
1460,Regular Season,Sat,2017-10-21,15:30,RB Leipzig,1.0,1–0,0.6,Stuttgart,42558.0,Red Bull Arena,Sven Jablonski
1461,Regular Season,Sat,2017-10-21,18:30,Hamburger SV,0.2,0–1,2.3,Bayern Munich,57000.0,Volksparkstadion,Marco Fritz
1462,Regular Season,Sun,2017-10-22,13:30,Köln,2.0,0–0,1.0,Werder Bremen,50000.0,RheinEnergieSTADION,Robert Kampka
1463,Regular Season,Sun,2017-10-22,15:30,Freiburg,3.0,1–1,2.0,Hertha BSC,23800.0,Schwarzwald-Stadion,Guido Winkmann
1464,Regular Season,Sun,2017-10-22,18:00,Wolfsburg,1.5,1–1,1.9,Hoffenheim,23514.0,Volkswagen Arena,Felix Zwayer
1466,Regular Season,Fri,2017-10-27,20:30,Mainz 05,0.4,1–1,0.8,Eint Frankfurt,33794.0,Opel Arena,Sascha Stegemann
1467,Regular Season,Sat,2017-10-28,15:30,Hoffenheim,1.0,1–3,1.8,M'Gladbach,30150.0,Dietmar-Hopp-Stadion,Harm Osmers
1468,Regular Season,Sat,2017-10-28,15:30,Hannover 96,2.6,4–2,1.0,Dortmund,49000.0,HDI-Arena,Patrick Ittrich
1469,Regular Season,Sat,2017-10-28,15:30,Schalke 04,1.5,1–1,1.3,Wolfsburg,60429.0,Veltins-Arena,Markus Schmidt
1470,Regular Season,Sat,2017-10-28,15:30,Hertha BSC,0.9,2–1,0.8,Hamburger SV,52131.0,Olympiastadion Berlin,Felix Brych
1471,Regular Season,Sat,2017-10-28,15:30,Leverkusen,1.9,2–1,0.4,Köln,30210.0,BayArena,Manuel Gräfe
1472,Regular Season,Sat,2017-10-28,18:30,Bayern Munich,1.9,2–0,0.2,RB Leipzig,75000.0,Allianz Arena,Daniel Siebert
1473,Regular Season,Sun,2017-10-29,15:30,Werder Bremen,1.1,0–3,2.8,Augsburg,40500.0,Weserstadion,Sören Storks
1474,Regular Season,Sun,2017-10-29,18:00,Stuttgart,1.3,3–0,0.5,Freiburg,58872.0,Mercedes-Benz Arena,Tobias Stieler
1476,Regular Season,Fri,2017-11-03,20:30,Eint Frankfurt,2.1,2–1,1.3,Werder Bremen,51500.0,Commerzbank-Arena,Benjamin Brand
1477,Regular Season,Sat,2017-11-04,15:30,Augsburg,1.2,1–1,0.6,Leverkusen,26133.0,WWK Arena,Christian Dingert
1478,Regular Season,Sat,2017-11-04,15:30,RB Leipzig,2.1,2–1,1.0,Hannover 96,40461.0,Red Bull Arena,Martin Petersen
1479,Regular Season,Sat,2017-11-04,15:30,Hamburger SV,1.6,3–1,1.1,Stuttgart,54976.0,Volksparkstadion,Guido Winkmann
1480,Regular Season,Sat,2017-11-04,15:30,M'Gladbach,0.9,1–1,0.9,Mainz 05,52659.0,Stadion im Borussia-Park,Sven Jablonski
1481,Regular Season,Sat,2017-11-04,15:30,Freiburg,1.2,0–1,0.7,Schalke 04,24000.0,Schwarzwald-Stadion,Felix Brych
1482,Regular Season,Sat,2017-11-04,18:30,Dortmund,3.1,1–3,1.5,Bayern Munich,81360.0,Signal Iduna Park,Tobias Stieler
1483,Regular Season,Sun,2017-11-05,15:30,Köln,1.1,0–3,2.7,Hoffenheim,49200.0,RheinEnergieSTADION,Deniz Aytekin
1484,Regular Season,Sun,2017-11-05,18:00,Wolfsburg,2.4,3–3,1.5,Hertha BSC,25214.0,Volkswagen Arena,Robert Kampka
1486,Regular Season,Fri,2017-11-17,20:30,Stuttgart,2.1,2–1,1.9,Dortmund,58932.0,Mercedes-Benz Arena,Frank Willenborg
1487,Regular Season,Sat,2017-11-18,15:30,Bayern Munich,1.7,3–0,0.5,Augsburg,75000.0,Allianz Arena,Markus Schmidt
1488,Regular Season,Sat,2017-11-18,15:30,Hoffenheim,1.1,1–1,0.8,Eint Frankfurt,30150.0,Dietmar-Hopp-Stadion,Felix Zwayer
1489,Regular Season,Sat,2017-11-18,15:30,Leverkusen,2.2,2–2,2.3,RB Leipzig,29218.0,BayArena,Harm Osmers
1490,Regular Season,Sat,2017-11-18,15:30,Mainz 05,1.7,1–0,0.8,Köln,30473.0,Opel Arena,Felix Brych
1491,Regular Season,Sat,2017-11-18,15:30,Wolfsburg,2.7,3–1,1.0,Freiburg,23744.0,Volkswagen Arena,Manuel Gräfe
1492,Regular Season,Sat,2017-11-18,18:30,Hertha BSC,1.5,2–4,1.4,M'Gladbach,48304.0,Olympiastadion Berlin,Bastian Dankert
1493,Regular Season,Sun,2017-11-19,15:30,Schalke 04,1.9,2–0,1.2,Hamburger SV,62271.0,Veltins-Arena,Robert Hartmann
1494,Regular Season,Sun,2017-11-19,18:00,Werder Bremen,2.8,4–0,1.3,Hannover 96,41500.0,Weserstadion,Benjamin Cortus
1496,Regular Season,Fri,2017-11-24,20:30,Hannover 96,1.6,1–1,1.3,Stuttgart,43500.0,HDI-Arena,Christian Dingert
1497,Regular Season,Sat,2017-11-25,15:30,Eint Frankfurt,0.6,0–1,1.1,Leverkusen,50000.0,Commerzbank-Arena,Patrick Ittrich
1498,Regular Season,Sat,2017-11-25,15:30,Augsburg,2.4,2–1,0.2,Wolfsburg,26541.0,WWK Arena,Tobias Stieler
1499,Regular Season,Sat,2017-11-25,15:30,Dortmund,1.8,4–4,1.8,Schalke 04,80179.0,Signal Iduna Park,Deniz Aytekin
1500,Regular Season,Sat,2017-11-25,15:30,Freiburg,2.9,2–1,0.9,Mainz 05,24000.0,Schwarzwald-Stadion,Daniel Siebert
1501,Regular Season,Sat,2017-11-25,15:30,RB Leipzig,1.2,2–0,1.0,Werder Bremen,40172.0,Red Bull Arena,Sascha Stegemann
1502,Regular Season,Sat,2017-11-25,18:30,M'Gladbach,2.4,2–1,1.9,Bayern Munich,54018.0,Stadion im Borussia-Park,Manuel Gräfe
1503,Regular Season,Sun,2017-11-26,15:30,Hamburger SV,1.7,3–0,1.1,Hoffenheim,46470.0,Volksparkstadion,Bastian Dankert
1504,Regular Season,Sun,2017-11-26,18:00,Köln,1.1,0–2,2.0,Hertha BSC,47800.0,RheinEnergieSTADION,Bibiana Steinhaus
1506,Regular Season,Fri,2017-12-01,20:30,Freiburg,1.3,0–0,0.7,Hamburger SV,24000.0,Schwarzwald-Stadion,Benjamin Brand
1507,Regular Season,Sat,2017-12-02,15:30,Hoffenheim,1.4,4–0,0.5,RB Leipzig,28299.0,Dietmar-Hopp-Stadion,Daniel Siebert
1508,Regular Season,Sat,2017-12-02,15:30,Werder Bremen,1.1,1–0,1.1,Stuttgart,41500.0,Weserstadion,Bastian Dankert
1509,Regular Season,Sat,2017-12-02,15:30,Leverkusen,2.0,1–1,0.8,Dortmund,30210.0,BayArena,Robert Hartmann
1510,Regular Season,Sat,2017-12-02,15:30,Mainz 05,0.6,1–3,2.1,Augsburg,25037.0,Opel Arena,Frank Willenborg
1511,Regular Season,Sat,2017-12-02,15:30,Bayern Munich,3.7,3–1,1.2,Hannover 96,75000.0,Allianz Arena,Guido Winkmann
1512,Regular Season,Sat,2017-12-02,18:30,Schalke 04,2.5,2–2,1.8,Köln,61761.0,Veltins-Arena,Tobias Stieler
1513,Regular Season,Sun,2017-12-03,15:30,Hertha BSC,1.1,1–2,0.5,Eint Frankfurt,38781.0,Olympiastadion Berlin,Sören Storks
1514,Regular Season,Sun,2017-12-03,18:00,Wolfsburg,1.5,3–0,1.1,M'Gladbach,24250.0,Volkswagen Arena,Benjamin Cortus
1516,Regular Season,Fri,2017-12-08,20:30,Stuttgart,0.4,0–2,1.5,Leverkusen,54650.0,Mercedes-Benz Arena,Deniz Aytekin
1517,Regular Season,Sat,2017-12-09,15:30,Dortmund,1.9,1–2,1.0,Werder Bremen,81160.0,Signal Iduna Park,Manuel Gräfe
1518,Regular Season,Sat,2017-12-09,15:30,Hamburger SV,1.3,0–0,0.1,Wolfsburg,45226.0,Volksparkstadion,Christian Dingert
1519,Regular Season,Sat,2017-12-09,15:30,RB Leipzig,1.6,2–2,0.9,Mainz 05,32817.0,Red Bull Arena,Patrick Ittrich
1520,Regular Season,Sat,2017-12-09,15:30,Eint Frankfurt,0.6,0–1,0.3,Bayern Munich,51500.0,Commerzbank-Arena,Harm Osmers
1521,Regular Season,Sat,2017-12-09,18:30,M'Gladbach,1.4,1–1,1.0,Schalke 04,54018.0,Stadion im Borussia-Park,Sascha Stegemann
1522,Regular Season,Sun,2017-12-10,13:30,Köln,1.5,3–4,3.3,Freiburg,45100.0,RheinEnergieSTADION,Robert Kampka
1523,Regular Season,Sun,2017-12-10,15:30,Hannover 96,1.4,2–0,0.8,Hoffenheim,36800.0,HDI-Arena,Markus Schmidt
1524,Regular Season,Sun,2017-12-10,18:00,Augsburg,1.2,1–1,0.6,Hertha BSC,26641.0,WWK Arena,Martin Petersen
1526,Regular Season,Tue,2017-12-12,18:30,Wolfsburg,2.4,1–1,0.5,RB Leipzig,22827.0,Volkswagen Arena,Guido Winkmann
1527,Regular Season,Tue,2017-12-12,20:30,Freiburg,1.7,1–0,0.4,M'Gladbach,23800.0,Schwarzwald-Stadion,Deniz Aytekin
1528,Regular Season,Tue,2017-12-12,20:30,Hamburger SV,1.7,1–2,1.3,Eint Frankfurt,40983.0,Volksparkstadion,Manuel Gräfe
1529,Regular Season,Tue,2017-12-12,20:30,Mainz 05,0.5,0–2,2.0,Dortmund,32976.0,Opel Arena,Benjamin Brand
1530,Regular Season,Wed,2017-12-13,18:30,Hoffenheim,1.4,1–0,0.7,Stuttgart,30150.0,Dietmar-Hopp-Stadion,Bibiana Steinhaus
1531,Regular Season,Wed,2017-12-13,20:30,Hertha BSC,2.5,3–1,2.6,Hannover 96,29231.0,Olympiastadion Berlin,Robert Hartmann
1532,Regular Season,Wed,2017-12-13,20:30,Schalke 04,3.1,3–2,1.8,Augsburg,59215.0,Veltins-Arena,Sven Jablonski
1533,Regular Season,Wed,2017-12-13,20:30,Bayern Munich,2.7,1–0,0.3,Köln,75000.0,Allianz Arena,Daniel Siebert
1534,Regular Season,Wed,2017-12-13,20:30,Leverkusen,2.6,1–0,0.4,Werder Bremen,26620.0,BayArena,Tobias Stieler
1536,Regular Season,Fri,2017-12-15,20:30,M'Gladbach,2.1,3–1,0.8,Hamburger SV,51409.0,Stadion im Borussia-Park,Markus Schmidt
1537,Regular Season,Sat,2017-12-16,15:30,Stuttgart,1.2,0–1,2.0,Bayern Munich,58885.0,Mercedes-Benz Arena,Patrick Ittrich
1538,Regular Season,Sat,2017-12-16,15:30,Köln,1.8,1–0,1.2,Wolfsburg,41100.0,RheinEnergieSTADION,Benjamin Brand
1539,Regular Season,Sat,2017-12-16,15:30,Werder Bremen,1.3,2–2,1.0,Mainz 05,39000.0,Weserstadion,Benjamin Cortus
1540,Regular Season,Sat,2017-12-16,15:30,Eint Frankfurt,1.6,2–2,1.9,Schalke 04,50600.0,Commerzbank-Arena,Robert Kampka
1541,Regular Season,Sat,2017-12-16,15:30,Augsburg,2.5,3–3,1.7,Freiburg,26345.0,WWK Arena,Christian Dingert
1542,Regular Season,Sat,2017-12-16,18:30,Dortmund,3.1,2–1,1.3,Hoffenheim,81000.0,Signal Iduna Park,Harm Osmers
1543,Regular Season,Sun,2017-12-17,15:30,Hannover 96,2.4,4–4,2.5,Leverkusen,32800.0,HDI-Arena,Sören Storks
1544,Regular Season,Sun,2017-12-17,18:00,RB Leipzig,2.3,2–3,1.2,Hertha BSC,36109.0,Red Bull Arena,Frank Willenborg
1546,Regular Season,Fri,2018-01-12,20:30,Leverkusen,0.7,1–3,1.6,Bayern Munich,30210.0,BayArena,Daniel Siebert
1547,Regular Season,Sat,2018-01-13,15:30,Eint Frankfurt,1.9,1–1,0.2,Freiburg,45300.0,Commerzbank-Arena,Sascha Stegemann
1548,Regular Season,Sat,2018-01-13,15:30,Stuttgart,0.4,1–0,1.0,Hertha BSC,57181.0,Mercedes-Benz Arena,Felix Brych
1549,Regular Season,Sat,2018-01-13,15:30,Hannover 96,2.8,3–2,0.6,Mainz 05,34500.0,HDI-Arena,Bastian Dankert
1550,Regular Season,Sat,2018-01-13,15:30,Augsburg,1.6,1–0,0.6,Hamburger SV,30087.0,WWK Arena,Manuel Gräfe
